Date/Time,Temprature C,Humidity %,Pressure kpa,Wind Speed_km/h,Visibility_km,Weather
6/19/2012 9:00,22,67,101.03,15,24.1,Cloudy
6/19/2012 10:00,23.2,64,100.98,13,24.1,Cloudy
6/19/2012 11:00,24.3,61,101,11,24.1,Cloudy
6/19/2012 12:00,25.3,60,100.99,9,24.1,Cloudy
6/19/2012 13:00,25.8,62,100.99,15,24.1,Cloudy
6/19/2012 14:00,26.5,63,101.01,11,24.1,Cloudy
6/19/2012 15:00,28.1,58,100.92,20,24.1,Mostly Cloudy
6/19/2012 16:00,27.7,59,100.87,17,24.1,Mostly Cloudy
6/19/2012 17:00,28,60,100.91,19,24.1,Mostly Cloudy
6/19/2012 18:00,27.9,59,100.93,19,24.1,Cloudy
6/19/2012 19:00,27,62,100.94,20,24.1,Mostly Cloudy
6/19/2012 20:00,26.1,66,100.85,19,24.1,Cloudy
6/19/2012 21:00,25.9,67,100.81,11,25,Cloudy
6/19/2012 22:00,25.5,69,100.86,9,25,Mostly Cloudy
6/19/2012 23:00,25.3,69,100.89,13,25,Cloudy
6/20/2012 0:00,25,68,100.82,17,25,Mostly Cloudy
6/20/2012 1:00,25,67,100.87,19,25,Mainly Clear
6/20/2012 2:00,24.1,70,100.88,24,25,Clear
6/20/2012 3:00,23.7,72,100.9,20,25,Mainly Clear
6/20/2012 4:00,23.1,74,100.97,13,24.1,Mainly Clear
6/20/2012 5:00,23,74,101.01,19,24.1,Mainly Clear
6/20/2012 6:00,24.2,69,101.04,22,48.3,Mainly Clear
6/20/2012 7:00,25.4,64,101.07,24,48.3,Mostly Cloudy
6/20/2012 8:00,25.3,64,101.1,19,48.3,Mostly Cloudy
6/20/2012 9:00,26.3,62,101.09,17,24.1,Mostly Cloudy
6/20/2012 10:00,27.4,61,101.06,9,24.1,Mostly Cloudy
6/20/2012 11:00,28.5,59,101.06,17,24.1,Mainly Clear
6/20/2012 12:00,29.1,58,101,20,24.1,Mainly Clear
6/20/2012 13:00,29.7,56,100.91,19,24.1,Clear
6/20/2012 14:00,31.7,51,100.83,17,24.1,Clear
6/20/2012 15:00,32.2,47,100.75,22,24.1,Mainly Clear
6/20/2012 16:00,32.2,49,100.74,26,24.1,Mainly Clear
6/20/2012 17:00,32.3,49,100.69,15,24.1,Mainly Clear
6/20/2012 18:00,32.4,48,100.61,17,24.1,Mostly Cloudy
6/20/2012 19:00,30.6,57,100.63,11,24.1,Mostly Cloudy
6/20/2012 20:00,29.7,60,100.61,17,24.1,Mostly Cloudy
6/20/2012 21:00,28,66,100.61,15,25,Mainly Clear
6/20/2012 22:00,28.1,62,100.57,24,25,Clear
6/20/2012 23:00,27.3,65,100.6,19,25,Mainly Clear
6/21/2012 0:00,26.5,67,100.61,20,25,Mainly Clear
6/21/2012 1:00,25.9,68,100.6,22,25,Clear
6/21/2012 2:00,25.1,70,100.6,11,25,Mainly Clear
6/21/2012 3:00,24.6,71,100.58,11,25,Mainly Clear
6/21/2012 4:00,24,71,100.57,11,25,Mainly Clear
6/21/2012 5:00,24.1,70,100.6,17,24.1,Mainly Clear
6/21/2012 6:00,24.5,68,100.6,17,24.1,Mainly Clear
6/21/2012 7:00,25.6,65,100.6,17,24.1,Mainly Clear
6/21/2012 8:00,26,63,100.59,11,24.1,Mainly Clear
6/21/2012 9:00,28.1,58,100.52,19,24.1,Mainly Clear
6/21/2012 10:00,29.4,55,100.47,17,24.1,Clear
6/21/2012 11:00,30.8,53,100.42,13,24.1,Mainly Clear
6/21/2012 12:00,31.8,52,100.36,15,24.1,Mainly Clear
6/21/2012 13:00,31.6,52,100.32,24,24.1,Mostly Cloudy
6/21/2012 14:00,32.6,49,100.25,20,24.1,Mainly Clear
6/21/2012 15:00,33,44,100.2,24,24.1,Mainly Clear
6/21/2012 16:00,32.5,42,100.14,24,24.1,Mainly Clear
6/21/2012 17:00,32.1,43,100.09,30,24.1,Mainly Clear
6/21/2012 18:00,31.1,47,100.06,22,24.1,Clear
6/21/2012 19:00,30.3,46,100.08,30,24.1,Clear
6/21/2012 20:00,28.9,51,100.1,22,24.1,Mainly Clear
6/21/2012 21:00,28.1,53,100.13,20,25,Mainly Clear
6/21/2012 22:00,27.5,55,100.14,17,25,Mainly Clear
6/21/2012 23:00,26.7,58,100.09,17,25,Clear
6/22/2012 0:00,25.8,63,100.07,9,25,Clear
6/22/2012 1:00,24.8,66,100.11,9,25,Mainly Clear
6/22/2012 2:00,24.7,62,100.1,15,25,Mainly Clear
6/22/2012 3:00,24,64,100.12,22,25,Mainly Clear
6/22/2012 4:00,23,68,100.14,19,24.1,Mainly Clear
6/22/2012 5:00,22.6,70,100.21,20,24.1,Mainly Clear
6/22/2012 6:00,22.7,71,100.28,19,24.1,Mostly Cloudy
6/22/2012 7:00,23.4,69,100.33,19,24.1,Mostly Cloudy
6/22/2012 8:00,23,70,100.37,17,24.1,Mostly Cloudy
6/22/2012 9:00,24.6,65,100.4,17,24.1,Mostly Cloudy
6/22/2012 10:00,24.4,63,100.4,19,24.1,Mostly Cloudy
6/22/2012 11:00,24.7,63,100.41,22,24.1,Mostly Cloudy
6/22/2012 12:00,26.8,58,100.41,22,24.1,Mostly Cloudy
6/22/2012 13:00,28,45,100.39,20,24.1,Mostly Cloudy
6/22/2012 14:00,29.1,40,100.37,22,48.3,Mostly Cloudy
6/22/2012 15:00,29,39,100.32,20,48.3,Mainly Clear
6/22/2012 16:00,28.5,38,100.29,22,48.3,Mainly Clear
6/22/2012 17:00,27.9,38,100.29,24,48.3,Mainly Clear
6/22/2012 18:00,27.2,38,100.31,17,48.3,Mainly Clear
6/22/2012 19:00,25.7,42,100.38,11,48.3,Mostly Cloudy
6/22/2012 20:00,23.2,46,100.42,7,24.1,Mostly Cloudy
6/22/2012 21:00,22.8,50,100.47,9,25,Mostly Cloudy
6/22/2012 22:00,21.1,55,100.48,9,25,Mainly Clear
6/22/2012 23:00,20,59,100.52,9,25,Mainly Clear
6/23/2012 0:00,19.6,62,100.56,7,25,Mostly Cloudy
6/23/2012 1:00,20.8,57,100.6,9,25,Mainly Clear
6/23/2012 2:00,20.1,60,100.62,13,25,Mainly Clear
6/23/2012 3:00,19.5,63,100.65,13,25,Mainly Clear
6/23/2012 4:00,19.5,63,100.7,15,24.1,Mainly Clear
6/23/2012 5:00,19.3,64,100.82,15,48.3,Mostly Cloudy
6/23/2012 6:00,17.4,74,100.8,15,24.1,Rain Showers
6/23/2012 7:00,18.6,73,100.84,11,48.3,Mostly Cloudy
6/23/2012 8:00,20,62,100.89,15,48.3,Mostly Cloudy
6/23/2012 9:00,21.5,54,100.9,15,48.3,Mostly Cloudy
6/23/2012 10:00,22.2,51,100.91,7,48.3,Mostly Cloudy
6/23/2012 11:00,23.8,46,100.89,11,48.3,Mostly Cloudy
6/23/2012 12:00,25.1,38,100.85,13,48.3,Mostly Cloudy
6/23/2012 13:00,25.6,36,100.84,19,48.3,Mainly Clear
6/23/2012 14:00,26.1,30,100.82,15,48.3,Mainly Clear
6/23/2012 15:00,26.4,27,100.86,13,48.3,Mostly Cloudy
6/23/2012 16:00,26.5,27,100.84,22,48.3,Mostly Cloudy
6/23/2012 17:00,26.4,24,100.83,15,48.3,Mainly Clear
6/23/2012 18:00,25.8,24,100.82,20,48.3,Mainly Clear
6/23/2012 19:00,25.8,24,100.84,13,48.3,Mainly Clear
6/23/2012 20:00,23.5,31,100.88,6,48.3,Clear
6/23/2012 21:00,20.1,43,100.95,0,25,Clear
6/23/2012 22:00,19.6,45,100.99,0,25,Mainly Clear
6/23/2012 23:00,18.8,51,101.01,0,25,Clear
6/24/2012 0:00,18.3,52,101,0,25,Clear
6/24/2012 1:00,17.6,56,101.02,6,25,Clear
6/24/2012 2:00,14.1,70,101.01,4,25,Clear
6/24/2012 3:00,14.9,68,101.02,0,25,Clear
6/24/2012 4:00,14.4,70,101.04,11,48.3,Clear
6/24/2012 5:00,14,73,101.04,6,48.3,Clear
6/24/2012 6:00,17.8,62,101.04,4,48.3,Clear
6/24/2012 7:00,20,61,101.03,7,48.3,Clear
6/24/2012 8:00,22.2,48,101.03,7,48.3,Clear
6/24/2012 9:00,23.2,52,101,11,48.3,Clear
6/24/2012 10:00,24.3,49,100.97,15,48.3,Clear
6/24/2012 11:00,26.3,41,100.91,17,48.3,Mainly Clear
6/24/2012 12:00,27.1,31,100.82,9,48.3,Mainly Clear
6/24/2012 13:00,27.3,34,100.75,17,48.3,Mostly Cloudy
6/24/2012 14:00,26.8,33,100.67,19,48.3,Mostly Cloudy
6/24/2012 15:00,26.7,33,100.63,22,48.3,Mostly Cloudy
6/24/2012 16:00,26.4,33,100.61,19,24.1,Cloudy
6/24/2012 17:00,21.5,54,100.69,32,24.1,Cloudy
6/24/2012 18:00,19.4,65,100.71,26,24.1,Rain Showers
6/24/2012 19:00,19,73,100.74,20,24.1,Rain
6/24/2012 20:00,18.7,77,100.69,24,24.1,Rain
6/24/2012 21:00,18.6,73,100.67,19,25,Cloudy
6/24/2012 22:00,18.3,72,100.6,9,25,Cloudy
6/24/2012 23:00,17.8,74,100.57,13,25,Cloudy
6/25/2012 0:00,16.7,82,100.51,9,19.3,Rain Showers
6/25/2012 1:00,15.7,87,100.41,9,19.3,Rain
6/25/2012 2:00,15.7,88,100.32,7,12.9,Drizzle
6/25/2012 3:00,15.9,90,100.26,9,11.3,Rain
6/25/2012 4:00,16.1,88,100.21,15,19.3,Rain
6/25/2012 5:00,16.4,87,100.21,15,19.3,Cloudy
6/25/2012 6:00,16.7,86,100.19,15,24.1,Mostly Cloudy
6/25/2012 7:00,17.2,80,100.18,15,24.1,Cloudy
6/25/2012 8:00,18.7,74,100.16,17,24.1,Mainly Clear
6/25/2012 9:00,18.8,69,100.13,26,24.1,Mostly Cloudy
6/25/2012 10:00,17.9,72,100.12,24,24.1,Rain Showers
6/25/2012 11:00,19.8,65,100.1,22,24.1,Mostly Cloudy
6/25/2012 12:00,19,63,100.12,26,24.1,Mostly Cloudy
6/25/2012 13:00,19.7,63,100.12,19,24.1,Mostly Cloudy
6/25/2012 14:00,20.2,60,100.13,26,24.1,Mostly Cloudy
6/25/2012 15:00,18.8,60,100.09,28,24.1,Mostly Cloudy
6/25/2012 16:00,18.1,62,100.12,26,24.1,Mostly Cloudy
6/25/2012 17:00,16.5,69,100.14,26,24.1,Cloudy
6/25/2012 18:00,16,71,100.12,28,24.1,Cloudy
6/25/2012 19:00,15,76,100.14,22,24.1,Cloudy
6/25/2012 20:00,15.2,78,100.12,11,24.1,Cloudy
6/25/2012 21:00,16.6,76,100.13,13,25,Cloudy
6/25/2012 22:00,17.1,71,100.13,24,25,Cloudy
6/25/2012 23:00,16.7,72,100.14,22,25,Cloudy
6/26/2012 0:00,16.6,71,100.12,26,25,Cloudy
6/26/2012 1:00,16.2,71,100.13,24,25,Cloudy
6/26/2012 2:00,15.7,72,100.11,11,25,Cloudy
6/26/2012 3:00,15.8,71,100.12,13,25,Cloudy
6/26/2012 4:00,15.6,70,100.12,13,24.1,Cloudy
6/26/2012 5:00,15.4,71,100.16,17,24.1,Cloudy
6/26/2012 6:00,15.6,70,100.18,17,24.1,Mostly Cloudy
6/26/2012 7:00,16,69,100.19,11,24.1,Mostly Cloudy
6/26/2012 8:00,16.4,67,100.18,17,24.1,Cloudy
6/26/2012 9:00,16.9,66,100.16,9,24.1,Cloudy
6/26/2012 10:00,17,65,100.15,13,24.1,Cloudy
6/26/2012 11:00,17.6,64,100.12,11,24.1,Cloudy
6/26/2012 12:00,16.9,70,100.12,15,24.1,Rain
6/26/2012 13:00,16.2,71,100.1,26,19.3,Cloudy
6/26/2012 14:00,16.3,74,100.07,20,19.3,Drizzle
6/26/2012 15:00,16.6,71,100.03,20,24.1,Cloudy
6/26/2012 16:00,15.8,80,100,17,24.1,Cloudy
6/26/2012 17:00,16.1,79,99.99,13,24.1,Rain Showers
6/26/2012 18:00,15.6,82,99.99,13,19.3,Rain
6/26/2012 19:00,15.4,83,99.93,15,19.3,Rain
6/26/2012 20:00,15.3,85,99.9,15,24.1,Rain
6/26/2012 21:00,15.4,85,99.9,15,12.9,Rain
6/26/2012 22:00,15.4,84,99.85,15,16.1,Rain
6/26/2012 23:00,15.4,84,99.8,15,19.3,Rain
6/27/2012 0:00,15.7,83,99.75,17,19.3,Rain
6/27/2012 1:00,15.7,83,99.72,13,19.3,Rain
6/27/2012 2:00,15.6,83,99.69,11,19.3,Rain
6/27/2012 3:00,15.3,84,99.69,9,19.3,Rain
6/27/2012 4:00,15.2,83,99.72,13,19.3,Rain
6/27/2012 5:00,15.2,82,99.76,17,24.1,Rain
6/27/2012 6:00,15.4,81,99.79,15,24.1,Rain
6/27/2012 7:00,16.3,77,99.81,20,24.1,Rain
6/27/2012 8:00,18,72,99.83,28,24.1,Mostly Cloudy
6/27/2012 9:00,18,68,99.86,20,24.1,Cloudy
6/27/2012 10:00,18.7,69,99.89,20,24.1,Rain
6/27/2012 11:00,17.8,76,99.93,24,24.1,Rain
6/27/2012 12:00,19.8,67,99.92,20,19.3,Rain
6/27/2012 13:00,19.3,73,99.96,13,19.3,Rain
6/27/2012 14:00,19.1,76,99.99,19,19.3,Rain
6/27/2012 15:00,19.6,75,100.02,19,24.1,Mostly Cloudy
6/27/2012 16:00,20.3,68,100.03,20,24.1,Rain
6/27/2012 17:00,19.9,70,100.05,20,24.1,Mostly Cloudy
6/27/2012 18:00,21.1,64,100.06,15,24.1,Mostly Cloudy
6/27/2012 19:00,19.4,70,100.09,17,24.1,Rain
6/27/2012 20:00,19.3,68,100.13,11,24.1,Cloudy
6/27/2012 21:00,19.3,66,100.19,13,25,Mostly Cloudy
6/27/2012 22:00,18.7,71,100.19,11,25,Cloudy
6/27/2012 23:00,17.5,80,100.17,9,25,Cloudy
6/28/2012 0:00,17.2,81,100.17,6,25,Cloudy
6/28/2012 1:00,17.7,75,100.15,11,25,Cloudy
6/28/2012 2:00,17.6,76,100.16,7,25,Cloudy
6/28/2012 3:00,17.5,76,100.18,6,25,Rain
6/28/2012 4:00,17.7,78,100.2,11,25,Rain Showers
6/28/2012 5:00,17.6,78,100.25,9,48.3,Mostly Cloudy
6/28/2012 6:00,17.7,77,100.27,11,48.3,Mostly Cloudy
6/28/2012 7:00,18.6,76,100.29,11,48.3,Mostly Cloudy
6/28/2012 8:00,19.4,72,100.28,9,48.3,Mostly Cloudy
6/28/2012 9:00,20.4,67,100.27,11,48.3,Mostly Cloudy
6/28/2012 10:00,21.7,64,100.23,11,48.3,Mostly Cloudy
6/28/2012 11:00,23,60,100.21,13,48.3,Mostly Cloudy
6/28/2012 12:00,24.6,56,100.19,9,48.3,Mostly Cloudy
6/28/2012 13:00,24.9,54,100.11,17,48.3,Mainly Clear
6/28/2012 14:00,25.5,53,100.08,22,48.3,Mainly Clear
6/28/2012 15:00,27,47,100.03,22,48.3,Mainly Clear
6/28/2012 16:00,27.1,45,100.01,22,48.3,Mainly Clear
6/28/2012 17:00,27.2,40,99.92,19,48.3,Mostly Cloudy
6/28/2012 18:00,26.4,41,99.9,19,48.3,Mostly Cloudy
6/28/2012 19:00,25.4,46,99.91,13,48.3,Mostly Cloudy
6/28/2012 20:00,24.1,52,99.89,11,24.1,Mainly Clear
6/28/2012 21:00,23.6,56,99.95,11,25,Mainly Clear
6/28/2012 22:00,22.5,63,99.88,11,25,Mostly Cloudy
6/28/2012 23:00,21.9,67,99.85,15,25,Mostly Cloudy
6/29/2012 0:00,22.2,60,99.83,15,25,Rain Showers
6/29/2012 1:00,21.1,67,99.75,4,25,Cloudy
6/29/2012 2:00,20.3,73,99.71,7,25,Cloudy
6/29/2012 3:00,19.5,81,99.71,7,9.7,"Thunderstorms,Rain Showers,Fog"
6/29/2012 4:00,18.8,86,99.68,9,24.1,Cloudy
6/29/2012 5:00,18.9,85,99.71,13,24.1,Mostly Cloudy
6/29/2012 6:00,19.7,83,99.72,17,24.1,Mostly Cloudy
6/29/2012 7:00,21.4,75,99.65,20,24.1,Mainly Clear
6/29/2012 8:00,22.8,72,99.61,24,24.1,Mainly Clear
6/29/2012 9:00,24.8,66,99.55,24,24.1,Mainly Clear
6/29/2012 10:00,25.5,64,99.52,26,48.3,Clear
6/29/2012 11:00,26.5,64,99.51,26,24.1,Mainly Clear
6/29/2012 12:00,27.3,59,99.47,32,24.1,Mostly Cloudy
6/29/2012 13:00,28.6,53,99.46,37,48.3,Mainly Clear
6/29/2012 14:00,29.8,46,99.44,33,48.3,Mainly Clear
6/29/2012 15:00,30.7,38,99.42,32,48.3,Mainly Clear
6/29/2012 16:00,31.1,33,99.39,28,48.3,Mainly Clear
6/29/2012 17:00,30.2,33,99.43,30,48.3,Mainly Clear
6/29/2012 18:00,29.8,35,99.45,24,48.3,Mainly Clear
6/29/2012 19:00,28.5,37,99.45,17,48.3,Mainly Clear
6/29/2012 20:00,27.6,42,99.51,9,25,Mainly Clear
6/29/2012 21:00,26.5,50,99.58,22,25,Mainly Clear
6/29/2012 22:00,25.7,48,99.59,22,25,Mostly Cloudy
6/29/2012 23:00,24.5,50,99.61,17,25,Mainly Clear
6/30/2012 0:00,23.1,49,99.63,20,25,Clear
6/30/2012 1:00,22.6,49,99.68,15,25,Clear
6/30/2012 2:00,22,51,99.67,17,25,Clear
6/30/2012 3:00,21.2,57,99.66,17,25,Clear
6/30/2012 4:00,20.5,62,99.7,20,48.3,Clear
6/30/2012 5:00,20.8,59,99.83,26,48.3,Mostly Cloudy
6/30/2012 6:00,21.6,59,99.85,28,48.3,Mostly Cloudy
6/30/2012 7:00,22.1,59,99.86,20,48.3,Mostly Cloudy
6/30/2012 8:00,23.4,57,99.88,26,48.3,Mostly Cloudy
6/30/2012 9:00,24.2,53,99.83,26,48.3,Mainly Clear
6/30/2012 10:00,25.1,52,99.83,30,48.3,Mainly Clear
6/30/2012 11:00,26.3,50,99.79,26,48.3,Mainly Clear
6/30/2012 12:00,27.6,48,99.74,26,48.3,Mainly Clear
6/30/2012 13:00,28,45,99.68,30,48.3,Mainly Clear
6/30/2012 14:00,29.9,37,99.67,33,48.3,Mainly Clear
6/30/2012 15:00,28.8,38,99.66,28,24.1,Mostly Cloudy
6/30/2012 16:00,29,38,99.65,26,48.3,Mostly Cloudy
6/30/2012 17:00,24.8,64,99.69,11,48.3,Mostly Cloudy
6/30/2012 18:00,24.3,61,99.79,22,24.1,Mostly Cloudy
6/30/2012 19:00,23.9,64,99.86,7,48.3,Mostly Cloudy
6/30/2012 20:00,22.9,66,99.92,6,25,Mostly Cloudy
6/30/2012 21:00,23.6,64,100.02,13,25,Mostly Cloudy
6/30/2012 22:00,23.3,61,100.04,7,25,Mostly Cloudy
6/30/2012 23:00,22.3,66,100.07,4,25,Mostly Cloudy
7/1/2012 0:00,22,67,100.1,0,25,Mostly Cloudy
7/1/2012 1:00,21.1,76,100.14,6,25,Mostly Cloudy
7/1/2012 2:00,20.4,76,100.16,9,24.1,Mostly Cloudy
7/1/2012 3:00,20.2,67,100.22,7,25,Mostly Cloudy
7/1/2012 4:00,20,61,100.27,6,24.1,Mostly Cloudy
7/1/2012 5:00,20.2,60,100.32,0,24.1,Mostly Cloudy
7/1/2012 6:00,21,60,100.41,7,24.1,Mostly Cloudy
7/1/2012 7:00,21.3,61,100.46,11,24.1,Mostly Cloudy
7/1/2012 8:00,21.6,58,100.5,6,24.1,Mainly Clear
7/1/2012 9:00,22.9,54,100.51,4,48.3,Mainly Clear
7/1/2012 10:00,23.4,54,100.5,13,48.3,Mainly Clear
7/1/2012 11:00,24.6,53,100.5,19,48.3,Mainly Clear
7/1/2012 12:00,24.2,51,100.54,22,48.3,Mainly Clear
7/1/2012 13:00,25.4,49,100.55,22,48.3,Mainly Clear
7/1/2012 14:00,25.1,50,100.56,17,48.3,Mainly Clear
7/1/2012 15:00,24.7,51,100.56,15,48.3,Mostly Cloudy
7/1/2012 16:00,24.7,51,100.55,15,48.3,Mostly Cloudy
7/1/2012 17:00,25.3,51,100.52,11,48.3,Mainly Clear
7/1/2012 18:00,24.5,52,100.52,17,48.3,Mainly Clear
7/1/2012 19:00,23.6,51,100.51,15,48.3,Mainly Clear
7/1/2012 20:00,21.9,57,100.55,11,25,Mainly Clear
7/1/2012 21:00,21.3,59,100.63,7,25,Mainly Clear
7/1/2012 22:00,19.6,66,100.63,11,25,Mainly Clear
7/1/2012 23:00,19.1,67,100.67,9,25,Mainly Clear
7/2/2012 0:00,18.1,72,100.69,13,25,Mainly Clear
7/2/2012 1:00,17.3,74,100.71,7,25,Mainly Clear
7/2/2012 2:00,16.6,77,100.72,7,25,Mainly Clear
7/2/2012 3:00,16.6,77,100.72,6,25,Mainly Clear
7/2/2012 4:00,16.8,75,100.75,0,24.1,Mainly Clear
7/2/2012 5:00,16.6,78,100.76,6,24.1,Mainly Clear
7/2/2012 6:00,19.5,71,100.79,6,48.3,Mainly Clear
7/2/2012 7:00,21.5,65,100.81,9,48.3,Mainly Clear
7/2/2012 8:00,22.2,63,100.84,15,48.3,Mostly Cloudy
7/2/2012 9:00,23.4,59,100.83,15,48.3,Mainly Clear
7/2/2012 10:00,23.6,59,100.81,13,48.3,Mainly Clear
7/2/2012 11:00,25.2,55,100.78,19,48.3,Mainly Clear
7/2/2012 12:00,25.9,53,100.73,15,48.3,Mainly Clear
7/2/2012 13:00,26.5,45,100.66,17,48.3,Mainly Clear
7/2/2012 14:00,26.7,42,100.61,19,48.3,Mostly Cloudy
7/2/2012 15:00,28.3,37,100.55,30,48.3,Mainly Clear
7/2/2012 16:00,28,36,100.54,22,48.3,Mainly Clear
7/2/2012 17:00,26.3,35,100.62,26,48.3,Mostly Cloudy
7/2/2012 18:00,25.9,37,100.66,20,48.3,Mostly Cloudy
7/2/2012 19:00,24.5,39,100.69,15,48.3,Mostly Cloudy
7/2/2012 20:00,21.7,47,100.75,9,25,Mainly Clear
7/2/2012 21:00,20,54,100.81,6,25,Mainly Clear
7/2/2012 22:00,19.1,57,100.82,6,25,Mainly Clear
7/2/2012 23:00,19,59,100.81,7,25,Mainly Clear
7/3/2012 0:00,18.2,62,100.83,7,25,Mainly Clear
7/3/2012 1:00,16.7,67,100.84,4,25,Clear
7/3/2012 2:00,17.2,67,100.83,4,25,Clear
7/3/2012 3:00,16.9,66,100.83,0,25,Clear
7/3/2012 4:00,14.3,78,100.89,6,24.1,Clear
7/3/2012 5:00,17.6,64,100.84,6,48.3,Clear
7/3/2012 6:00,18.5,62,100.98,9,48.3,Clear
7/3/2012 7:00,20.3,53,100.97,6,48.3,Clear
7/3/2012 8:00,21.5,51,100.96,0,48.3,Clear
7/3/2012 9:00,21.9,50,100.94,9,48.3,Mainly Clear
7/3/2012 10:00,23,49,100.89,4,48.3,Mainly Clear
7/3/2012 11:00,24.1,47,100.85,9,48.3,Mostly Cloudy
7/3/2012 12:00,25.2,45,100.79,11,48.3,Mostly Cloudy
7/3/2012 13:00,26.9,43,100.74,13,48.3,Cloudy
7/3/2012 14:00,27.3,41,100.66,9,48.3,Cloudy
7/3/2012 15:00,26.9,40,100.58,15,48.3,Cloudy
7/3/2012 16:00,27.4,37,100.55,15,48.3,Cloudy
7/3/2012 17:00,27.5,34,100.49,15,48.3,Cloudy
7/3/2012 18:00,27,36,100.44,11,48.3,Cloudy
7/3/2012 19:00,25.3,51,100.41,17,48.3,Cloudy
7/3/2012 20:00,24.8,47,100.36,17,48.3,Cloudy
7/3/2012 21:00,25,50,100.37,13,25,Rain Showers
7/3/2012 22:00,21.5,66,100.35,17,25,Rain Showers
7/3/2012 23:00,20.8,69,100.32,0,25,Rain Showers
7/4/2012 0:00,19.8,78,100.34,6,16.1,Rain
7/4/2012 1:00,19.4,84,100.25,6,25,Cloudy
7/4/2012 2:00,19.3,84,100.21,13,25,Cloudy
7/4/2012 3:00,19.3,83,100.19,13,25,Cloudy
7/4/2012 4:00,19.9,83,100.21,13,19.3,Cloudy
7/4/2012 5:00,20.3,82,100.25,15,12.9,Cloudy
7/4/2012 6:00,20.5,82,100.24,15,16.1,Cloudy
7/4/2012 7:00,21.1,81,100.24,15,16.1,Cloudy
7/4/2012 8:00,22.3,77,100.23,17,16.1,Cloudy
7/4/2012 9:00,23.2,74,100.2,17,16.1,Mostly Cloudy
7/4/2012 10:00,24.6,71,100.16,19,19.3,Cloudy
7/4/2012 11:00,24.8,70,100.13,24,19.3,Cloudy
7/4/2012 12:00,26.1,70,100.14,24,19.3,Cloudy
7/4/2012 13:00,27,66,100.07,24,19.3,Mostly Cloudy
7/4/2012 14:00,27.5,63,100.04,24,19.3,Mostly Cloudy
7/4/2012 15:00,28.4,60,99.98,19,19.3,Mostly Cloudy
7/4/2012 16:00,26.7,67,99.84,15,24.1,Thunderstorms
7/4/2012 17:00,21.6,91,100.02,11,24.1,"Thunderstorms,Rain Showers"
7/4/2012 18:00,23.4,85,100.06,9,24.1,Mainly Clear
7/4/2012 19:00,23.3,83,100.09,6,24.1,Mainly Clear
7/4/2012 20:00,21.8,85,100.15,9,24.1,Mainly Clear
7/4/2012 21:00,21.2,84,100.25,9,25,Mainly Clear
7/4/2012 22:00,21.1,77,100.31,17,25,Clear
7/4/2012 23:00,19.1,82,100.37,11,25,Clear
7/5/2012 0:00,17.9,82,100.38,9,25,Clear
7/5/2012 1:00,17.2,86,100.45,6,25,Mainly Clear
7/5/2012 2:00,16.6,88,100.43,11,25,Mainly Clear
7/5/2012 3:00,16.8,87,100.46,11,25,Mainly Clear
7/5/2012 4:00,15.8,90,100.47,7,24.1,Mainly Clear
7/5/2012 5:00,16.1,90,100.56,9,24.1,Mainly Clear
7/5/2012 6:00,18.3,79,100.62,13,24.1,Mainly Clear
7/5/2012 7:00,19.4,74,100.68,17,24.1,Mainly Clear
7/5/2012 8:00,20.4,71,100.73,7,24.1,Mainly Clear
7/5/2012 9:00,21.1,69,100.74,6,48.3,Mostly Cloudy
7/5/2012 10:00,22,67,100.72,9,48.3,Mostly Cloudy
7/5/2012 11:00,23.3,65,100.69,7,48.3,Cloudy
7/5/2012 12:00,23.3,65,100.68,6,48.3,Cloudy
7/5/2012 13:00,24.3,63,100.66,9,48.3,Cloudy
7/5/2012 14:00,24.5,59,100.66,11,48.3,Mostly Cloudy
7/5/2012 15:00,24.3,63,100.69,11,48.3,Mostly Cloudy
7/5/2012 16:00,24.8,66,100.66,17,48.3,Mostly Cloudy
7/5/2012 17:00,25.8,60,100.65,17,48.3,Mainly Clear
7/5/2012 18:00,25,62,100.64,19,48.3,Mainly Clear
7/5/2012 19:00,24.5,65,100.65,15,48.3,Mainly Clear
7/5/2012 20:00,23.4,68,100.69,13,48.3,Clear
7/5/2012 21:00,23.1,69,100.76,9,25,Clear
7/5/2012 22:00,21.9,77,100.76,9,25,Clear
7/5/2012 23:00,20.8,82,100.74,7,25,Clear
7/6/2012 0:00,20.5,81,100.73,7,25,Mainly Clear
7/6/2012 1:00,20.7,81,100.75,0,25,Mainly Clear
7/6/2012 2:00,19.9,83,100.74,4,25,Clear
7/6/2012 3:00,19.1,83,100.76,7,25,Clear
7/6/2012 4:00,19.3,82,100.75,7,25,Clear
7/6/2012 5:00,19.3,83,100.78,6,48.3,Mainly Clear
7/6/2012 6:00,20.7,82,100.79,9,48.3,Mostly Cloudy
7/6/2012 7:00,20.6,79,100.79,13,48.3,Mostly Cloudy
7/6/2012 8:00,22.1,71,100.76,15,48.3,Mostly Cloudy
7/6/2012 9:00,23.8,65,100.69,19,48.3,Cloudy
7/6/2012 10:00,25.7,64,100.65,15,48.3,Cloudy
7/6/2012 11:00,26.9,59,100.61,15,48.3,Cloudy
7/6/2012 12:00,27.7,54,100.52,22,48.3,Cloudy
7/6/2012 13:00,28.5,55,100.5,22,24.1,Cloudy
7/6/2012 14:00,29,53,100.45,22,24.1,Cloudy
